FCID,ANNPRE,ANNTMP,AUGMAXT,CONTPRE,CVPRE,DECMINT,DIFTMP,SMRTMP,SMRTP,ASPTR,DEM,PRR,SLPPCT,TPI450,TC1,TC2,TC3,NBR
55197,741.8889,1001,2702.3333,729.4444,8235.6667,-33,2736.6667,1567.1111,277,40.8889,777,19011,78.1111,-76.7778,232,177.7778,-35.4444,732.8889
55198,741,1002.2222,2698.8889,736.6667,8233,-29,2728.6667,1566.1111,276.6667,187,731.1111,8742.5556,55,-95.6667,138.2222,105.1111,-14.1111,756.3333
55199,720,1137.3333,2719.1111,431,9223.6667,160.8889,2558.7778,1666.5556,329,74.3333,335.8889,18845.7778,26,-6.5556,198.5556,161,-22,774.7778
55200,719,1139,2742.2222,427.2222,9230.5556,137,2605.5556,1675.6667,331,28.2222,329,17008.7778,16.3333,57.2222,173.5556,142.8889,-14.3333,783
55201,721,1144,2752.8889,431,9227,134.2222,2618.6667,1683.3333,332,19.2222,266.2222,16744.5556,29.5556,4,171.5556,137.5556,-20.2222,764.5556
55202,722,1144.5556,2762.3333,430.1111,9229.5556,122.6667,2639.5556,1688.1111,332,14.1111,273.3333,18916.8889,25.6667,-19.5556,193.5556,158.1111,-26.1111,766.3333
55203,723,1136,2718.6667,438.2222,9228.6667,160.7778,2557.8889,1669.3333,327.2222,194,315.7778,10325.3333,49,-67.3333,171.1111,138.8889,-23.2222,761.8889
55204,720,1122.3333,2696,425,9231.6667,155.6667,2540,1654.1111,326.3333,58.4444,333.5556,18867.3333,24.6667,-42.3333,230.4444,194.5556,-29.3333,777.5556
55205,724.7778,1128.4444,2698.2222,443,9204,173,2525,1657.8889,323.7778,145.4444,330.8889,17102,30.4444,-59,222.4444,177.4444,-30.2222,760.7778
55206,723,1137.1111,2722.1111,442,9204,172,2550,1668,326.6667,174.3333,442.8889,15412.1111,27.5556,77,201.8889,161.3333,-23.6667,759.1111
55207,723,1134,2714.5556,439,9205,170.6667,2543.7778,1665,326.1111,73.1111,366.4444,19408.5556,40.2222,29.6667,239.2222,193.4444,-29.2222,766.2222
55208,722,1144.4444,2741.4444,437,9207,164,2577.4444,1676.8889,329.3333,190.7778,350.7778,16210.6667,8.6667,71.3333,211.2222,154.1111,-32.4444,714.8889
55209,722.7778,1142.3333,2735.6667,439,9206.1111,166,2569.6667,1675,328.7778,3.4444,316.2222,18063,30.3333,-0.5556,192.7778,157.8889,-18.6667,781
55210,719,1150,2756.6667,433.4444,9199.5556,167.2222,2589.2222,1681.3333,332.6667,190,342.3333,12263.7778,45.6667,81.5556,190.7778,146.1111,-26.1111,741.3333
55211,720.4444,1135.7778,2708.7778,440,9199.1111,176,2532.8889,1665.4444,328,180.1111,411.8889,15946.8889,31,46.7778,182.7778,148.8889,-21,778.4444
55212,720,1139.7778,2730,440,9196,173.3333,2557,1668.3333,328.4444,178.4444,319,10805.4444,42.5556,-11.7778,163.8889,132.4444,-15.5556,781.8889
55213,715,1179.1111,2816.5556,425,9227.3333,136.7778,2679.6667,1719.1111,343,101.6667,177.6667,10414.3333,62.8889,-24.4444,136,103.2222,-18.8889,737.3333
55214,716.1111,1171.8889,2811.7778,423.8889,9231.1111,126.6667,2685,1714.4444,342,136.7778,177.6667,16958.6667,39,-34.3333,232.6667,194.6667,-32.8889,771.2222
55215,717.7778,1133.8889,2720.4444,428.8889,9220.7778,163,2557.3333,1667.2222,330.1111,123.5556,476.7778,14261.8889,21.2222,67.8889,177.4444,141.8889,-20.8889,768.6667
55216,718,1132.1111,2715.7778,429,9221,163.1111,2552.6667,1665,330,9.1111,463.6667,17625,16.4444,44.7778,168.8889,133.2222,-20.6667,761.2222
55217,717,1173.7778,2812.6667,428.1111,9219.1111,134.1111,2678.3333,1713.4444,340.8889,141.6667,141.3333,13082.5556,21.4444,-82.7778,191.4444,154.6667,-32.7778,740.5556
55218,716.5556,1107.7778,2719.4444,582.8889,8822.4444,73.3333,2646,1641,309,24.4444,299.2222,20314.8889,56,-6.3333,250.1111,200.7778,-40.1111,735.3333
55219,727.7778,1086.6667,2660.3333,598,8807.5556,92.4444,2568,1616.8889,297.1111,19.3333,550.2222,17383.4444,19.5556,47,194.1111,153.3333,-24.4444,749.7778
55220,745.8889,1063.3333,2603.6667,605,8826.6667,141,2462.5556,1572.6667,278.7778,24.1111,683,16834.8889,35.5556,-24.4444,188.8889,146,-21.8889,744.4444
55221,746.3333,1070,2617.4444,607.5556,8819.3333,144.3333,2473.1111,1583.6667,280.6667,136.4444,769.2222,17330.4444,17.8889,44.4444,201.4444,156.3333,-29.1111,738.1111
55222,728.8889,1099.8889,2692.6667,600.5556,8797,105.6667,2587,1638.6667,300.8889,199,506,14457.4444,22,-1.8889,184,135.1111,-33.6667,704.6667
55223,730,1094.4444,2657.6667,604,8798,149,2508.4444,1617.5556,295.3333,115.4444,732,12177,49,71.4444,145,105.2222,-24.4444,710
55224,721,1102.4444,2699.2222,591.3333,8797,95,2604.2222,1639.3333,306,191.5556,503.6667,15615.4444,18.8889,35.3333,194.1111,165.8889,-18.1111,800.3333
55225,751.3333,1068.8889,2626,613,8813.8889,151.6667,2474.5556,1583.7778,278,57.6667,711.6667,15797.4444,19.7778,-15.7778,208.1111,174.1111,-26,766.5556
55226,748,1064.4444,2646.7778,610,8804.7778,99.5556,2547.1111,1593,281.3333,43.5556,735.1111,20774.7778,47.7778,66.1111,205.1111,158.8889,-30.6667,736.1111
55227,733,1105,2741,598,8787.8889,89,2652.3333,1656.6667,302,189.3333,514.2222,11789.8889,37.5556,21.6667,205.2222,156.6667,-30,733.4444
55228,734.2222,1093,2723.3333,599.7778,8794,71.1111,2652.1111,1641.3333,298.6667,110,444.4444,18048.3333,33.4444,-30.7778,300.1111,217.6667,-61.7778,685.3333
55229,735,1100.2222,2857.8889,718.4444,8317.6667,-5.2222,2863.8889,1697.2222,303,16.2222,614.6667,18524,16.7778,40,194.5556,158.7778,-18,787.4444
55275,707,1140.5556,2730.7778,440.1111,9186.2222,158.3333,2572.4444,1672,337,191.4444,408,15637,18.8889,55.4444,207.3333,176.2222,-18.2222,799.6667
55276,708,1129.7778,2723.3333,443.5556,9166.2222,151.7778,2571.5556,1666.3333,335,135.2222,456.7778,16202,6,65,192.4444,163.2222,-14.6667,805.2222
55277,708,1140,2726.7778,434.4444,9192.2222,162.5556,2564.1111,1669,337,54.5556,407.5556,16081.8889,22.7778,71.2222,183.3333,146.8889,-20.3333,761.2222
55278,707,1142.6667,2733.2222,437,9193.6667,159.3333,2574,1673,337.7778,198.7778,408.6667,15035.8889,17.1111,74.4444,172.8889,135.8889,-20.3333,755.7778
55279,703,1151.3333,2765.1111,440.7778,9195.7778,143.4444,2621.7778,1687,341.5556,44.4444,352.1111,16240.8889,23,55.8889,212.1111,181.2222,-15.1111,807.7778
55280,705,1174.4444,2797.1111,434,9203.3333,149.6667,2647.1111,1710.1111,346.5556,155.7778,246.3333,11191.6667,36.1111,25.5556,211.4444,153.1111,-39.3333,692.3333
55281,704,1184.8889,2817.7778,434.6667,9207,156.1111,2661.7778,1720.2222,349,137.4444,284.3333,17687.4444,56.5556,70.4444,208,177.1111,-19.8889,797.2222
55282,707,1154.4444,2755.3333,428,9216.1111,145.6667,2609.6667,1686.4444,340.7778,27.3333,364.7778,19904.5556,36.7778,68.4444,216.6667,183.4444,-22.3333,784.2222
55283,707,1180.3333,2810.7778,426.4444,9228.2222,135.4444,2675.3333,1719.6667,347.8889,196.1111,284.4444,11398.7778,42.7778,21.3333,173.8889,144.7778,-15.7778,791.1111
55284,714,1148.7778,2757.7778,424.1111,9145.2222,120.3333,2637.6667,1687,337.5556,191.6667,273.7778,14238.2222,38.8889,-6.8889,194.5556,162.6667,-19,795.5556
55285,705.1111,1175,2806,432.7778,9206,137,2669,1713.6667,347.1111,116.7778,124.2222,16541.3333,24.8889,-80.1111,324.2222,260.5556,-76.5556,704
55286,712.7778,1149,2759.3333,416,9204.6667,114.6667,2644.7778,1687,339,197.5556,375,12184.8889,44.1111,76.8889,224.4444,161.2222,-41.7778,702.4444
55287,705.3333,1193.5556,2834,423,9235.6667,148.6667,2685,1729.3333,351.7778,151.3333,130.2222,11626,33.5556,-60.2222,186.7778,153.6667,-30.5556,746.4444
55288,707,1163.8889,2788.1111,422,9238.6667,130.7778,2657.3333,1698.3333,344.3333,7.4444,218.3333,19431.2222,48.2222,-2.1111,184.3333,144,-28.2222,743.3333
55289,720,1117,2698.7778,427,9193.6667,153.6667,2545.1111,1651.3333,325.8889,96,539.2222,18110.2222,36.5556,72.7778,199.1111,161,-25.3333,757
55290,725.4444,1085,2635.7778,455.1111,9076.5556,143,2492.8889,1611.3333,313,43.8889,570.4444,14315.4444,74.3333,42.4444,158.3333,107.7778,-29.7778,679
55291,725,1080.3333,2623.3333,462.1111,9045,143,2480,1604.1111,311.4444,162.7778,590.7778,16574.1111,72.7778,43,204.5556,162.1111,-30.8889,746.2222
55292,709,1169.6667,2802.3333,419,9230.8889,123.3333,2679,1706.6667,345,0.8889,170.8889,17902.7778,51.6667,-53.6667,190.8889,148,-32.5556,733.2222
55293,717,1145.1111,2750,423.1111,9204,128.3333,2622.1111,1682.1111,334.3333,23.1111,275.8889,19823.1111,37.2222,11.7778,223.8889,179.1111,-33,744.4444
55294,712,1152.7778,2762.6667,419,9226,127.8889,2634.7778,1687.4444,339.8889,193.2222,309.7778,14150.7778,22.1111,14,248.3333,188,-47.3333,715
55295,711,1157.2222,2772.2222,418,9229.6667,126,2646.3333,1691.8889,341,198.3333,318.5556,11174.7778,70.6667,61.4444,210.1111,160.8889,-35.5556,726.2222
55296,717,1142.7778,2746.4444,423.7778,9184,125.6667,2620.8889,1680.4444,334,101.6667,238.8889,16965.3333,16.2222,-41.5556,194.2222,152.2222,-32.4444,738.8889
55297,716,1138.1111,2737.4444,421.5556,9194,139.2222,2598.3333,1673.6667,333.6667,175.2222,314,10598.1111,44.7778,-13.3333,157.7778,127.1111,-18,764.8889
55298,708,1149.2222,2744.3333,417.7778,9228.5556,150.2222,2593.8889,1679.6667,341,150.6667,364.5556,14961.6667,27.8889,64.2222,212.2222,171.1111,-25.6667,769.3333
55299,726,1120.7778,2685,443.6667,9206,166.6667,2518.1111,1651.1111,322,131,452,16634.5556,15.7778,86.5556,183.2222,133.2222,-30.2222,704
55300,725,1129,2696.8889,443,9206,170.6667,2526.1111,1658,323.6667,193.7778,420.8889,11560.4444,42.8889,70.3333,153.5556,119.8889,-20.1111,758.7778
55301,722.8889,1140.2222,2717.8889,440.8889,9209,174,2543.7778,1667,327,30.6667,440.2222,17405.3333,15.6667,76.2222,169.7778,135,-19.8889,767.8889
55302,730.7778,1113.8889,2660.2222,446,9204,169.8889,2490.2222,1639.8889,317,29.1111,484.6667,19311.2222,38.6667,70.4444,185.1111,147.1111,-20.5556,765.4444
55303,723,1120.2222,2687.6667,444.5556,9221,163.6667,2523.8889,1649.3333,322.4444,11.1111,430.8889,20295.2222,50,44.3333,199,170.3333,-18.1111,798
55304,723,1126.2222,2696.6667,441.6667,9217.6667,166.5556,2530.1111,1654.7778,324,95.1111,473.8889,14861.3333,19.3333,60.2222,154.8889,123,-17.1111,765.6667
55305,724,1127.6667,2696.3333,441,9213.5556,170,2526.1111,1654.5556,323.6667,81.1111,458.4444,14237.7778,34.7778,70.8889,166.2222,128.3333,-22.5556,751
55306,724,1121.8889,2683.2222,441,9213.5556,167.5556,2515.6667,1648.5556,322.1111,43.2222,475.2222,19783.1111,38,62.2222,198,157.5556,-29,751
55307,721,1140,2729.2222,435,9219.3333,162.5556,2566.6667,1672.7778,329,119.8889,356.7778,16621.6667,18,49.3333,196.3333,159.3333,-21,778.3333
55308,705,1186.3333,2961,642.5556,8508.6667,87.7778,2873.1111,1781.6667,338.6667,136.7778,522.1111,17383.3333,46.3333,-8.2222,254.7778,179.4444,-47.7778,681.7778
55309,707,1183,2970.3333,645.7778,8493.6667,78.4444,2892.2222,1780.3333,337.1111,193.5556,525.2222,11470.1111,45.3333,18.5556,196.4444,127.1111,-33.5556,669.1111
55310,701.7778,1186.6667,2977,624.7778,8557.3333,77.6667,2899.2222,1779.4444,341.4444,6,536.2222,19032.3333,48.1111,61.5556,196.1111,128.4444,-41.8889,641.3333
55311,706,1189.2222,2932.2222,637.4444,8511.5556,119,2812.8889,1777.2222,337.5556,84.1111,524.6667,16410.2222,37.8889,-67.4444,227.3333,180.4444,-30.3333,751.6667
55312,699,1167.7778,2849.8889,392.1111,9370.6667,147.8889,2702.1111,1732.5556,361.4444,103.4444,362.3333,18982.7778,31.5556,6.6667,243.8889,177,-46.7778,702.6667
55313,699,1198.2222,2888.1111,382,9407,114,2774.1111,1763.1111,368,24.7778,263.4444,20919.6667,49.1111,15.4444,253.1111,198.2222,-39.2222,743.4444
55314,701.8889,1164.8889,2976.6667,633,8545,58.8889,2918,1758.3333,337,68.6667,510.8889,15378.7778,39.3333,61.5556,180,139,-18.7778,766.7778
55315,697.3333,1174.4444,2986.6667,618.3333,8599.4444,56.8889,2930,1763.3333,341.3333,146.5556,296.7778,14052.2222,39.7778,-96,287,209.8889,-61.1111,685.7778
55316,684.7778,1227.5556,3033.2222,555.4444,8816.3333,107.1111,2926,1824.3333,368.5556,28.7778,332.8889,16294.1111,29.5556,36.3333,166,124.4444,-22,736.4444
55317,685,1216.2222,3038.1111,557.4444,8807.8889,91,2947,1815.2222,366.5556,199,302.7778,11580.6667,38.2222,-47.2222,184.7778,139.2222,-28.6667,717.1111
55318,709,1198.7778,2887.4444,652,8483,165.8889,2721.6667,1779.1111,335.3333,162,657.4444,14174.8889,21.8889,2,168.1111,121.6667,-22.2222,725.8889
55319,710,1179.3333,2827.3333,655.6667,8472.4444,201.6667,2625.8889,1741.2222,327.5556,129.1111,754.5556,12305.5556,37.5556,17,141.1111,109.6667,-13.6667,770.1111
55320,710,1161.7778,2793.1111,657,8466.8889,208.7778,2584.4444,1716.5556,322.7778,133.3333,819.8889,14189.7778,21.8889,78.3333,237,91.3333,-102.5556,377.7778
55321,708.6667,1185.4444,2828,656.3333,8477.3333,215.3333,2612.4444,1744,328.2222,77.6667,830,16913.1111,37.2222,113.2222,209.1111,79.3333,-87.6667,368.4444
55322,697,1235.5556,2953,496,8967,152.8889,2800,1820.5556,363.2222,90.2222,647.1111,17095.5556,16.7778,75.1111,271.8889,93.7778,-135.6667,286.4444
55323,699,1236.8889,2911.6667,496,8976.6667,175.7778,2735.8889,1811.8889,360.5556,178.2222,644.8889,15475.1111,11.6667,27.8889,274.5556,117.6667,-116.2222,414.1111
55324,683,1192,2952.3333,538.2222,8868.4444,77.4444,2874.7778,1763.2222,358.8889,135.7778,454.1111,18192.7778,42.3333,116.2222,198.5556,132.4444,-43.4444,645.5556
55325,690,1197,3032.7778,571.2222,8764.8889,69.7778,2963.1111,1798,357,48.8889,488.2222,15040.3333,48,67.7778,168.5556,132.4444,-14.8889,781.4444
55326,709.8889,1139.1111,2615.6667,425.7778,9206.6667,214.1111,2401.6667,1640.2222,327.2222,6.7778,464.4444,19369.7778,33.6667,20.3333,197.5556,147.7778,-27.1111,733.8889
55327,739.3333,1053.1111,2506.3333,537.2222,8800.3333,186,2320.5556,1533.1111,282.8889,102.7778,834.6667,14183.2222,24.6667,46,157,118.2222,-21,732.3333
55328,746,1061.7778,2513.3333,550.4444,8745.1111,195,2318.3333,1538.6667,279.1111,115,792.2222,15740.1111,19.4444,45.4444,166.8889,120.8889,-28.4444,700.3333
55329,699.2222,1161.6667,2896.5556,435.2222,9260.5556,80.8889,2816,1729.3333,352.2222,130.5556,543.4444,17607,58.5556,7.1111,233.8889,157.1111,-54.1111,650.4444
55330,699.3333,1153,2907.4444,436,9257.6667,56.8889,2851,1723,351,171.8889,570.1111,13788.3333,65.7778,58.1111,304.6667,88.2222,-167.3333,204.7778
55331,695,1214.4444,3017.5556,441.3333,9205.7778,83.6667,2934,1799.3333,369.6667,115.6667,296.6667,18242.5556,62.4444,2.5556,233.3333,174.8889,-40.8889,716.7778
55332,692,1220.3333,3063,442.3333,9177.3333,80.7778,2982.1111,1814.1111,376.5556,174.4444,241.1111,15559.5556,35.5556,-38.2222,196.3333,139.7778,-37.4444,698.1111
55333,697,1163.2222,2935.4444,437.6667,9199.7778,40.6667,2895.1111,1735,356,83.7778,461,13596.6667,36.4444,24.7778,170.6667,110.2222,-40.4444,642.2222
55334,696,1162.5556,2959.8889,436.6667,9196.3333,25.2222,2934.8889,1737.4444,357.3333,18.1111,429.7778,17109.2222,30.7778,26.8889,177.2222,141,-17,780.2222
55335,694.6667,1169.8889,2987.6667,438.2222,9189.3333,23,2964.8889,1750.5556,361.2222,95,393.4444,18729,34.7778,20.6667,244.1111,137.8889,-67.3333,569.1111
55348,708,1092,2538.7778,482,9049,171.5556,2367.2222,1592.3333,312.6667,44.7778,801.2222,18614.3333,23.2222,68.7778,205.7778,172.3333,-16.5556,795.7778
55349,704,1110.2222,2712.8889,431.3333,9264.6667,118,2595,1631.2222,329,41.2222,496.2222,18611.2222,23.2222,-22.6667,255.4444,214.1111,-23.2222,788.1111
55350,697,1164.1111,2680.6667,445.5556,9206,169.8889,2511,1704.5556,346,11,400.7778,19765.6667,34.6667,23.2222,212.3333,170.6667,-27.2222,759.7778
55351,697,1166,2674.4444,433.7778,9239.7778,168.7778,2505.6667,1709.1111,348.2222,199,349.4444,15744,12.7778,-19.8889,224.2222,184.4444,-23.4444,778.2222
55352,697.4444,1167.3333,2657.2222,455,9183.2222,228.7778,2428.4444,1693.2222,341.7778,89.5556,433.7778,17187.6667,8.6667,18.8889,211,152.5556,-36.8889,700.8889
55353,705,1134.1111,2656.1111,443.8889,9227.5556,245.5556,2410.5556,1628.8889,325.4444,197.3333,531.7778,14741.2222,21.4444,30.8889,183.5556,141.5556,-21.4444,746.6667
55354,705,1096.7778,2594,462.6667,9139.6667,202.6667,2391.1111,1589,315,145,638.8889,14393.2222,18.2222,34,173.1111,139.1111,-15.1111,772.8889
55355,700,1114.2222,2622,498.6667,9060.1111,229.8889,2391.7778,1602.5556,317,181.4444,634,14949.2222,14.6667,54,169.2222,145.4444,-6.4444,813.4444
55356,703,1098,2598.3333,481.3333,9117.1111,213.3333,2385,1589.6667,314,126.6667,635.1111,16595.5556,7.1111,48.5556,214.2222,161.8889,-29.2222,722
55357,705,1085,2578,510.3333,9012,191.5556,2386.4444,1578,308,64.7778,683.5556,16540,10.6667,20.2222,178.5556,131.1111,-27.2222,722.5556
55358,706,1090.3333,2580.6667,454,9196,188.3333,2392,1583.1111,315.8889,32,584.5556,15791.4444,27.6667,-56.6667,199.7778,154.1111,-23.2222,753.6667
55359,702.6667,1110.3333,2622.3333,440.3333,9269,218.4444,2403.7778,1603.2222,323.3333,172.4444,678.7778,16473.8889,36.5556,62.8889,192.8889,143.6667,-31.1111,720.3333
55360,705,1099.1111,2605,433.7778,9321.3333,199.8889,2404.8889,1590.3333,320,43.8889,623.4444,16512.7778,15.4444,12.6667,198.2222,156.4444,-20.7778,766.6667
55361,705,1098.1111,2601,435.4444,9314.3333,198.3333,2402.5556,1589.4444,319.3333,82.3333,618.4444,15741.5556,14.5556,5.8889,182.7778,148.6667,-15.6667,786.4444
55362,707.8889,1116.2222,2627.3333,391.7778,9266.4444,122.1111,2505.3333,1638,331.3333,1.1111,416.7778,17936.7778,19.1111,7.7778,188.4444,140.1111,-25.5556,735.4444
55363,721.3333,1113.4444,2577.5556,441.8889,9090,220.6667,2356.5556,1602,312.6667,130.4444,544.7778,17947.3333,34.2222,-11,244.7778,188.3333,-38.7778,715.4444
55364,706,1150.2222,2653.6667,360.1111,9390,101.6667,2552.1111,1695.8889,348.7778,74.3333,350.7778,17282.4444,6.5556,-9.7778,193.2222,139.7778,-29.2222,707.4444
55365,714.3333,1125,2612.6667,453.7778,9106,208.7778,2404,1625.4444,318,19.5556,478.2222,19445.7778,36.8889,-36.2222,214.2222,178.5556,-20.3333,789.1111
55366,695,1141.1111,2763,412,9350.5556,165.3333,2597.5556,1671,347.1111,176.2222,435.4444,15558.3333,48.3333,-8.7778,219.5556,149.5556,-49.3333,669
55367,696,1146.7778,2749,415,9350.3333,226.7778,2521.8889,1673,346.8889,78.8889,566.6667,12573.5556,67.3333,74.1111,152.8889,123,-15.3333,769.6667
55368,701,1148,2807.3333,369.6667,9399.3333,114.6667,2692.5556,1698.4444,352.8889,3.5556,317.4444,18089.5556,47.7778,-14.8889,206.4444,152.8889,-36.5556,710.8889
55369,704,1145.5556,2717.2222,367.4444,9396.6667,199.7778,2517.7778,1669,344.3333,143.8889,440.7778,17148.8889,34.5556,22.4444,215.6667,163,-35.2222,722.2222
55370,693.2222,1128.3333,2720.5556,408.6667,9352.6667,143.1111,2577.3333,1656.5556,345.3333,27.4444,493.4444,20757.1111,51.5556,6,223.8889,162.8889,-39.7778,689.3333
55371,697,1131.5556,2678.2222,419,9340.2222,210.5556,2467.5556,1633.4444,338,77.5556,593.7778,14381.1111,33.1111,32.5556,152,113.1111,-23.2222,722
55372,697,1137.2222,2737.4444,424.5556,9313,200.7778,2536.6667,1656.5556,341,19,402.6667,18524.7778,22.5556,-21.5556,191.1111,142.5556,-33.5556,709.6667
55373,700,1114.6667,2631.8889,436,9272.4444,193.6667,2438.2222,1615.3333,328.3333,66.5556,585.6667,19443.1111,30.2222,41.4444,212.4444,164.4444,-27.3333,740.5556
55374,698,1132.5556,2683.7778,428.2222,9312,240,2444,1629.8889,334.6667,175.2222,551,12163.3333,29.4444,15.8889,198.3333,140.8889,-32.2222,684.2222
55375,701.3333,1133.3333,2641.6667,434.3333,9293.3333,194.7778,2447.3333,1641.1111,333,163,668.4444,13817.1111,31.6667,50.5556,220.4444,141.7778,-45.8889,629.7778
55376,702,1137.7778,2614.6667,434,9284,183.3333,2431,1651.3333,335,169.1111,836.3333,16524.4444,24.7778,84.6667,193,154.1111,-24.5556,752.6667
55377,692,1128.8889,2724.8889,413.5556,9342.5556,134.7778,2590.2222,1657.4444,345.8889,50.1111,546.4444,16199.3333,31.3333,92.8889,215.4444,173.3333,-26,757.8889
55378,703,1139.5556,2693,434.8889,9258.1111,224,2468.6667,1650.8889,332.5556,176,504.6667,15440.8889,11,48.1111,216.2222,196.1111,-6.5556,843.3333
55379,697.8889,1152.3333,2705.6667,414.6667,9299.6667,99.5556,2606.1111,1705,351,52.8889,351.3333,16722.7778,7.4444,-6.2222,214.6667,149.7778,-44.6667,675.2222
55380,701.7778,1122.7778,2704.7778,466,9158.4444,245,2459.8889,1621.2222,324,175,594.6667,15845.5556,8.4444,15.5556,190,149.5556,-22.7778,760.3333
55381,703,1102.3333,2639,480.6667,9118.7778,200.2222,2438.7778,1598.8889,316.7778,10.4444,570.8889,17837.1111,10.5556,-14.7778,198,156.4444,-21.8889,769.3333
55382,706,1112.5556,2650,453.7778,9144.7778,244.3333,2406,1606.1111,320.3333,34.8889,577.7778,19927.3333,40.4444,19.4444,241.2222,172.3333,-42,692.2222
55383,704,1103.1111,2726.3333,441.3333,9185,147,2579.2222,1620.8889,325.6667,101.1111,474.6667,15170.2222,15.8889,-15.1111,142,100.1111,-21.6667,700.6667
55384,703,1103.8889,2788.8889,438.1111,9233.6667,71.6667,2717.1111,1643,330.8889,177.5556,420.1111,13771.8889,22,-10.8889,158.1111,116.1111,-22.1111,723
55385,706,1106.5556,2609,454,9173,175.7778,2433,1612,320.8889,165,634.3333,16383.4444,54,-27.5556,238.3333,193.2222,-24.8889,761.7778
55386,704.1111,1106.8889,2791.3333,420,9281.7778,31.5556,2759.8889,1641.2222,333,6.5556,656.4444,18551.1111,26.6667,125.5556,242.4444,167.4444,-50.4444,671.2222
55387,705,1109.1111,2788.4444,421,9276.2222,38.5556,2750,1644.4444,333,14.4444,487.7778,18092.6667,20.2222,-9.7778,245.8889,150.4444,-70.5556,587.6667
55388,707,1113.3333,2614.8889,446.2222,9170.7778,158,2456.6667,1628.5556,323.7778,144.1111,619.2222,17486.5556,46.3333,-73.4444,230.2222,193.2222,-21.2222,793.7778
55389,701,1163.8889,2826.6667,455,9186.7778,261.5556,2565,1699.6667,341.5556,13.6667,468.1111,18106.8889,14.6667,41.7778,197.4444,142.8889,-32.1111,711.2222
55390,705,1134.4444,2642.7778,373.4444,9354.6667,117.2222,2525.5556,1668.6667,341.6667,56.4444,420.3333,18791.6667,19.5556,15.3333,218.7778,201.6667,-3.7778,860.6667
55391,719.3333,1078.5556,2561,551.4444,8782.3333,181.3333,2379.6667,1572.3333,296.7778,104.6667,608.2222,19181.8889,62.6667,-28.4444,270.3333,224.3333,-35.4444,761.6667
55392,718.5556,1083.6667,2565,554.6667,8776,191.5556,2373.6667,1575.7778,297.2222,126.2222,606.3333,17570.8889,49.3333,-6.7778,223.3333,182.3333,-25.4444,769.8889
